,Title,Review,
826,Wine tasting at it's finest,"What a wonderful way to end our beautiful vacation in Beautiful Barcelona.
Juan greets you at the door with open arms and a welcoming smile.
The setting is both authentic and romantic as you overlook historical Las Ramblas in this second story kitchen
Immediately you are an integral part of preparing the delicious meal
A quick yet thorough hands on explanation and demonstration and the meal prep begins
A few bottles of wine later, a few stories shared by the guests, a room full of laughter and aromatic scents
And Voila’
You are dining on a delicious meal prepared by a group of individuals who met as strangers but departed as friends

A must do

Looking forward to visiting again",
827,Cliffs and Coves private tour,"As a family of 7 we did the Tapas cooking class. It was a fabulous experience for all. We met new people cooked delicious food and drank a lot of wine. Our instructor was great, she was easy to understand and explained everything. Even the none cookers were able to help. I would recommend this experience. The recipes were emailed to us to try at home.",
828,Life at Barcelona,"1,202 reviews",
829,Nice district,We had an amazing time. The class was informative and fun. The chef was personable. Great opportunity to make friends. When in Barcelona make sure to check it out.,
830,Casual & Crowded,"We enjoyed this wonderful experience last night. The kitchen was very clean, well organized and the quality of the cooking ingredients was outstanding! Renata was very knowledgeable and had a warm and friendly personality. She was very helpful with any additional questions we had for her. If you enjoy cooking, I highly rate this company! They did a great job from start to finish! The food prepared was outstanding!",
831,Cool and casual,"This is an excellent travel experience! I highly recommend it! Chef Juan is not only excellent at his craft, he thoughtfully brings everyone into the activities!

It was a pleasure to have his expertise and guidance at the La Boqueria market (where we bought our fresh ingredients) and his knowledge, patience, and sense of humor during the cooking and eating portion of the class! Thank youChef Juan for being an amazing teacher and host!",
832,Must be explored......,"Informative tour of the market and a fabulous cooking class. Juan the chef was inspirational and very helpful in providing tips to cook in the Catalan tradition. We greatly enjoyed preparing and eating a Gazpacho (using strawberries - wonderful!) as well as the best tortilla I have ever had (though quite salty to my taste) and a superb seafood paella. Plus we enjoyed several glasses of very pleasant Rioja!
I thoroughly recommend this activity, even if you aren’t really a cook.",
833,Between the Basilica and Picasso,"What an amazing experience today, we spent four hours with Juan and 8 others from all over the world learning how to cook Catalonian style dishes. An amazing four course meal after an hour visit to one of the worlds largest markets ""La Boqueria"".
It was so much fun and must do if you are visiting Barcelona any time soon.",
834,Wander about,"So much fun! Juan was a wonderful, energetic and fully engaged teacher who seemed to thoroughly enjoy introducing us to the market and these classic recipes. Was a highlight of our trip. Highly recommend for couples, solos or families - everyone will have a great time and enjoy a delicious meal. We cannot wait to try the recipes at home!",
835,Another historic neighborhood,"Had an absolute blast and a delicious meal with the chef! He was so knowledgeable and friendly and make us feel so comfortable.
We made gazpacho, Spanish omelette, palla and Catalan creme and every dish was incredibly delicious!!!!!!
Got to help on every dish, amazing small group atmosphere.
They were also super accommodating on any dietary needs.
Couldn't recommend more!",
836,Beautiful old area,Super fun class. Juan was our instructor. He was pretty funny. People in the class were fun. The paella was really good and we can say we made it. Would highly recommend especially if you are a group. The wine flows freely.....making it even more fun. Just and FYI for those with mobility issues....the actual cooking studio is on the third floor.....dont think there was an elevator. Not hard for us but might be for some.....especially after the wine :D,
